Category,Message
0,stop calling everyone saying might cancer throat hurts talk cant answering everyones calls get one call im babysitting monday
0,drive read need write
0,crucify c told earlier
0,badrith chennaii surely pick usno competition
0,moon come color dreams stars make musical sms give warm peaceful sleep good night
0,theres someone year ltgt toyota camry like mr olayiwolas mileage ltgt kits clean need know much sell raise dough soon landing sell holla back
0,probs hon u doinat mo
0,nice waitshould texting right im gon na pay ticket ya know
0,huh late fr dinner
0,dear reache room
0,called one pick e phone ask already said ok
0,sorry chikku cell got problem thts nt able reply u msg u
0,consider walls bunkers shit important never play peaceful guess place high enough dont matter
0,get dump heap mom decided come lowes boring
0,tell need investigate anywhere
0,staying town
1,bored housewives chat n date btnational rate pmin landlines
0,k much th fifty
0,nimbomsons yep phone knows one obviously cos thats real word
0,hey congrats u id luv ive go home
0,hello going village pub either come accordingly ok
0,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes
1,wamma get laidwant real doggin locations sent direct mobile join uks largest dogging network txt dogs nownyt eca lp åmsg
1,sms ac sptv new jersey devils detroit red wings play ice hockey correct incorrect end reply end sptv
0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend u
0,mu try figure much money everyone gas alcohol jay trying figure weed budget
0,done internet connection v slow canût send try later first thing tomo
0,thanks chikku gud nyt
0,cant feel nauseous im pissed didnt eat sweets week cause today planning pig dieting week im hungry
0,miss much im desparate recorded message left day listen hear sound voice love
1,babe u want dont u baby im nasty thing filthyguys fancy rude time sexy bitch go slo n hard txt xxx slomsgs
0,cooked rather nice salmon la
0,dunno lei might b eatin wif frens ì_ wan eat wait ì_ lar
0,date sunday
0,plane give month end
0,honey boo im missing u
0,yun ahthe ubi one say ì_ wan call tomorrowcall look ireneere got bus ubi cresubi tech parkph st wkg daysìn
0,taking italian food pretty dress panties
0,yet chikkuwat abt u
0,leave de start prepare next
0,hopeing wasnût pissed remember gone sisters something
0,lunchyou onlinewhy
0,always chat fact need money raise
0,garbage bags eggs jam bread hannaford wheat chex
0,gudnitetcpractice going
1,thanks ringtone order ref number k mobile charged å tone arrive please call customer services
0,im late tellmiss im way
0,k still loving
0,best watch say cause get drunk motherfucker
0,gentle princess make sweet gentle love
0,yar quite clever aft many guesses lor got ask bring thk darren willing go aiya thk leona still attach wat
0,yup anything lor u dun wan ok
0,sfirst timedhoni rocks
0,means still think teju
0,taking half day leave bec well
0,vl bcum difficult
0,means u could keep ur words
0,wait thats still clear sure sarcastic thats x doesnt want live us
0,ok darlin supose ok worry muchi film stuff mate babysit call therexx
0,nope ill b going sch fri quite early lor cos mys sis got paper da morn
0,im still looking car buy gone driving test yet
0,havent eaten day im sitting staring juicy pizza cant eat meds ruining life
0,dear mood cant drive brother drive
0,ya well fine bbdpooja full pimpleseven become quite blackand ur rite cold wearing sweatter
0,hi spoke maneesha v wed like know satisfied experience reply toll free yes
0,sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones
0,well keep mind ive got enough gas one round trip barring sudden influx cash
1,specially selected receive award call lines close cost ppm tcs apply ag promo
0,kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb
0,ok
0,anyway dont think secure anything lem know want drive south chill
0,u calling right call hand phone
0,guys leaving
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn
0,way transport less problematic sat night way u want ask n join bday feel free need know definite nos booking fri
0,released another italian one today cosign option
0,k sent
0,hi hope u r ok said would text hasnt u seen let gently please
1,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd calloptout
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
0,hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx
0,u dun drive go sch
0,since side fever vomitin
0,aiyo u poor thing u dun wan eat u bathe already
1,winner u specially selected receive å cash holiday flights inc speak live operator claim
1,ur cashbalance currently pounds maximize ur cashin send go pmeg cc hgsuitelands rowwjhl
1,urgent ur awarded complimentary trip eurodisinc trav acoentry å claim txt dis åmorefrmmob shracomorsglsuplt ls aj
0,didnt get hep b immunisation nigeria
0,ì_ decide faster cos sis going home liao
0,ya ok vikky vl c witin ltgt mins il reply u
0,either way works ltgt years old hope doesnt bother
0,many things antibiotic used chest abdomen gynae infections even bone infections
0,get gift year didnt get anything bad
0,nothin comes mind ìï help buy hanger lor ur laptop heavy
0,drop tank
0,minimum walk miles day
0,ne thing interesting good birthday u wrking nxt started uni today
0,lol thats different dont go trying find every real life photo ever took
0,lost kilos today
1,money r lucky winner claim prize text money åmillion give away pptxnormal text rate box wtjy
0,u missed u havent much bit bored holiday want go bak college sad isnt itxx
0,hahahause brain dear
0,ìï comin fetch us oredi
1,free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply
0,well told others youd marry
1,xmas prize draws trying contact u todays draw shows å prize guaranteed call land line valid hrs
0,still game
0,hmm thinking lor
0,sorry able get see morning
0,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni
0,sitting ard nothing lor u leh busy w work
0,surely result offer
0,oh ho first time u use type words
0,alright babe
0,love give massages use lots baby oil fave position
0,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention growrandom
0,plz tell ans bslvyl sent via fullonsmscom
0,alright youre sure let know youre leaving
0,u know watchin lido
1,urgent nd attempt contact u å prize yesterday still awaiting collection claim call aclpm
0,yes baby study positions kama sutra
0,yes come nyc audiitions trying relocate
1,hot n horny willing live local text reply hear strt back p per msg netcollex ltdhelpdesk reply stop end
0,hmmm mayb try e shoppin area one forgot e name hotel
0,forgot working today wan na chat things ok drop text youre free bored etc ill ring hope well nose essay xx
0,yar lor wan go c horse racing today mah eat earlier lor ate chicken rice u
0,k go sleep well take rest
0,u awake snow
0,got like ltgt get later though get whatever feel like
0,call say coming today ok tell fool like ok
1,cashbincouk get lots cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away
1,congratulations youve youre winner august å prize draw call prize code
1,premium phone services call
0,im done
0,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
0,im reaching home min
1,å xmas reward waiting computer randomly picked loyal mobile customers receive å reward call
0,r e meeting tmr
0,frens go lor alone wif mum n sis lor
1,want get laid tonight want real dogging locations sent direct ur mob join uks largest dogging network bt txting gravel nt eca pmsgp
0,ft good combination
0,good morning boytoy hows yummy lips wheres sexy buns think crave need
0,forgot tell ì_ smth ì_ like number sections clearer
